"filepath","acquisitionTime","TIC","sampleFileName","sampleType"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W84_SR.mzML",2015-02-01 12:16:28,20402217955,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W84_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W95_LTR.mzML",2015-02-01 13:47:42,15584294960,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W95_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W96_SR.mzML",2015-02-01 15:19:02,21328232013,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W96_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W11_LTR.mzML",2015-02-01 16:49:58,15243008346,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W11_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W12_SR.mzML",2015-02-01 18:21:07,21063068261,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W12_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W23_LTR.mzML",2015-02-01 19:52:32,15156953553,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W23_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W24_SR.mzML",2015-02-01 21:23:42,20767250032,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W24_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W35_LTR.mzML",2015-02-01 22:55:07,15500638826,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W35_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W36_SR.mzML",2015-02-02 00:26:24,20858223381,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W36_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W47_LTR.mzML",2015-02-02 01:57:46,15613000517,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W47_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W48_SR.mzML",2015-02-02 03:29:03,20621617731,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W48_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W59_LTR.mzML",2015-02-02 05:00:12,15289904628,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W59_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W60_SR.mzML",2015-02-02 06:31:17,20187290651,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W60_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W71_LTR.mzML",2015-02-02 08:02:29,15123832397,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W71_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W72_SR.mzML",2015-02-02 09:33:31,20425771100,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W72_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W83_LTR.mzML",2015-02-02 11:04:50,14866962960,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W83_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W84_SR.mzML",2015-02-02 12:36:13,18388613146,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W84_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W95_LTR.mzML",2015-02-02 14:07:35,14322066478,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W95_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W96_SR.mzML",2015-02-02 15:38:47,20289986704,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U1W96_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W11_LTR.mzML",2015-02-02 17:10:06,14159013884,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W11_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W12_SR.mzML",2015-02-02 18:41:25,19766879082,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W12_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W23_LTR.mzML",2015-02-02 20:12:26,14997458905,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W23_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W24_SR.mzML",2015-02-02 21:43:41,20387627847,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W24_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W35_LTR.mzML",2015-02-02 23:14:47,14652536761,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W35_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W36_SR.mzML",2015-02-03 00:46:01,20574413022,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W36_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W47_LTR.mzML",2015-02-03 02:17:04,14453945922,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W47_LTR.mzML","LTR"
